date,close_pct_change,close_pct_change_lag1,cum_return_7_lag1,low_close,high_low,sma_ratio_10_20_lag1,log_return_5,candle_body_ratio,momentum_lag1
2024-01-30,-0.008350518558888909,0.03025476873531141,0.0917735052516232,618.7099999999991,1198.3700000000026,0.9766517518806073,0.0719231785771054,0.3017515458472611,1.035367428510902
2024-01-31,-0.008409193057467013,-0.008350518558888909,0.07509353275493291,664.260000000002,1468.270000000004,0.9839320382554,0.017926037853437438,0.2459356930248103,1.0194790533759823
2024-02-01,0.011811648661343321,-0.008409193057467013,0.061990323014758264,695.7200000000012,1400.8499999999985,0.9907449971615748,0.022589450666070203,0.3590248777502321,1.0130603415664512
2024-02-02,0.0027170847671955656,0.011811648661343321,0.07689016852239372,536.1500000000015,941.2099999999991,0.9987917461332531,0.027431626470165563,0.12436119463112313,0.9949250277696311
2024-02-03,-0.004372916666666726,0.0027170847671955656,0.03300141746278862,320.0,500.01000000000204,1.0062626078397525,-0.0067569993045900854,0.37779244414356267,1.0060291888191033
2024-02-04,-0.00995580442160382,-0.004372916666666726,0.021524362477745584,789.0899999999965,897.0400000000009,1.0117090013443633,-0.00837711469624358,0.4773700169392971,1.0101242367308594
2024-02-05,0.0029547085589325395,-0.00995580442160382,0.01369506945922383,324.77999999999884,1311.6600000000035,1.0178769149860778,0.0030179870882290683,0.09592424866126903,0.988393085522947
2024-02-06,0.009137482526979213,0.0029547085589325395,-0.013604990717155041,134.6999999999971,825.9800000000032,1.020511132603094,0.0003715397790456761,0.47246906704190633,0.9886273148148147
2024-02-07,0.029018108329785353,0.009137482526979213,0.00388301036871308,310.9499999999971,1608.5,1.0224522627608528,0.02626319429912381,0.7775194280337111,1.0020427289798979
2024-02-08,0.021173809910348673,0.029018108329785353,0.041310311755965445,18.5,1283.2000000000044,1.0242912780005566,0.05159845980122409,0.7318033042336983,1.0414889739726387
2024-02-09,0.04071925305788526,0.021173809910348673,0.0506724730049708,46.529999999998836,2957.8799999999974,1.0245920342476336,0.1015162182469877,0.6234566649065413,1.0604080667405003
2024-02-10,0.013118685789101692,0.04071925305788526,0.0886746412956605,332.7699999999968,1370.0,1.0278999913564646,0.11159924733777046,0.4513211678799157,1.093594391510698
2024-02-11,0.011495025558578842,0.013118685789101692,0.10616624375142891,193.92999999999302,1035.5,1.0325691977298859,0.11393271875517899,0.5300917431141433,1.0766971968180097
