,0
candle_body_ratio,0.03724970976893616
high_low,0.036431333266966126
cum_return_7_lag1,0.033437682335585306
close_pct_change,0.025516615028029044
sma_ratio_10_20_lag1,0.02157604604839758
close_pct_change_lag1,0.021143483138812647
low_close,0.0030314359998808715
log_return_5,0.0
momentum_lag1,0.0
