,0
low_close,2.3030633656478425
candle_body_ratio,2.3030633656478203
close_pct_change,2.3030633656478194
momentum_lag1,2.3030633656478186
close_pct_change_lag1,2.3030633656478177
cum_return_7_lag1,2.3030633656478177
high_low,2.3030633656478168
sma_ratio_10_20_lag1,2.3030633656478168
log_return_5,2.303063365647816
